title,rating,id,imdbid,year
Passage de Venus,0,9602,3155794,1874
La Rosace Magique,0,9804,14495706,1877
Sallie Gardner at a Gallop,0,9603,2221420,1878
Le singe musicien,0,9806,12592084,1878
Athlete Swinging a Pick,0,9816,7816420,1881
Buffalo Running,0,9831,5459794,1883
L&#39;homme machine,0,9832,8588366,1885
Man Walking Around the Corner,0,9614,2075247,1887
Cockatoo Flying,0,9836,8133192,1887
Child Carrying Flowers to Woman,0,9837,7411790,1887
Jumping Over a Man&#39;s Back-Leapfrog,0,9838,7541160,1887
Man Riding Jumping Horse,0,9841,7754902,1887
Baboon Climbing a Pole,0,9902,8361552,1887
Roundhay Garden Scene,0,8040,0392728,1888
Accordion Player,0,9615,1758563,1888
Traffic Crossing Leeds Bridge,0,9616,0343112,1888
Pferd und Reiter Springen uber ein Hindernis,0,9675,3274100,1888
Brighton Street Scene,0,9947,2116853,1888
"Leisurely Pedestrians, Open Topped Buses and Hansom Cabs with Trotting Horses",0,9619,0466876,1889
Hyde Park Corner,0,9945,2116898,1889
"Monkeyshines, No. 1",0,9617,0361921,1890
"Monkeyshines, No. 2",0,9618,0416046,1890
London&#39;s Trafalgar Square,0,9621,1202028,1890
"Monkeyshines, No. 3",0,9678,0416047,1890
Mosquinha,0,9946,5285442,1890
"Traffic in King&#39;s Road, Chelsea",0,9944,2116968,1890
Dickson Greeting,0,9626,0241373,1891
Men Boxing,0,9628,0241715,1891
Newark Athlete,0,9629,0241763,1891
"Duncan and Another, Blacksmith Shop",0,9792,0241393,1891
Duncan Smoking,0,9793,0241392,1891
Duncan or Devonald with Muslin Cloud,0,9794,0241394,1891
"Monkey and Another, Boxing",0,9795,0241735,1891
Je vous aime,0,9800,3201916,1891
La vague,0,9802,3508566,1891
Two Fencers,0,9943,5447082,1891
Pauvre Pierrot,0,5433,0000003,1892
Un bon bock,0,9631,0000004,1892
Le clown et ses chiens,0,9632,0000002,1892
Fencing,0,9951,0241446,1892
Le prince de Galles,0,9952,0234520,1892
Wrestling,0,9948,0242148,1892
Boxing,0,9986,0241266,1892
Blacksmith Scene,0,9583,0000005,1893
Annabelle Butterfly Dance,0,9636,0229217,1894
Edison Kinetoscope Records: Annie Oakley,0,9642,8419312,1894
Autour d&#39;une cabine,0,9646,0000015,1894
"Barbershop, The",0,9648,0229235,1894
Bucking Broncho,0,9649,0309396,1894
Buffalo Dance,0,9650,0309402,1894
Edison Kinetoscopic Record of a Sneeze,0,9652,0000008,1894
Dickson Experimental Sound Film,0,9654,0177707,1894
Chinese Opium Den,0,9655,0000006,1894
Corbett and Courtney Before the Kinetograph,0,9656,0000007,1894
Falling Cat,0,9662,2049440,1894
"Glenroy Bros., No. 2",0,9663,0312728,1894
Glenroy Brothers,0,9664,0256782,1894
Leonard-Cushing Fight,0,9668,0203646,1894
"Luis Martinetti, Contortionist",0,9671,0277115,1894
Sandow No. 2,0,9673,2161519,1894
Sandow No. 3,0,9674,2161521,1894
Reve au coin du feu,0,9681,0413219,1894
Miss Jerry,0,9779,0000009,1894
Tables Turned on the Gardener,0,5444,0000014,1895
"Execution of Mary, Queen of Scots, The",0,6200,0132134,1895
Akrobatisches Potpourri,1,9679,0000011,1895
Annabelle Serpentine Dance,0,9683,0154152,1895
Italienischer Bauerntanz,0,9714,0000017,1895
Baby&#39;s Dinner,1,9715,0000029,1895
Billy Edwards and the Unknown,0,9766,0477266,1895
Blacksmith Scene,0,9767,0000022,1895
Barque sortant du port,0,9787,0000016,1895
"House of the Devil, The",0,4982,0000091,1896
Une nuit terrible,0,5406,0000131,1896
La fee aux choux,0,5445,0223341,1896
"Arrival of a Train, The",0,6199,0000012,1896
Sandow,0,9672,1428455,1896
Alger: rue Bab-Azoun,0,9949,1672718,1896
Lassage des boeufs pour le labour,0,9950,1736599,1896
Lancement d&#39;un navire,0,9901,0222137,1896
Bataille de neige,0,9328,0000041,1897
Four Heads Are Better Than One,0,4978,0135696,1898
"Astronomer&#39;s Dream; or, The Man in the Moon, The",0,5410,0000211,1898
"Temptation of St. Anthony, The",0,5411,0224240,1898
A Turn of the Century Illusionist,0,4994,0000246,1899
Cinderella,3,5914,0000230,1899
Sherlock Holmes Baffled,0,1594,0291476,1900
"Enchanted Drawing, The",0,4271,0000300,1900
Grandma&#39;s Reading Glass,0,4343,0000304,1900
As Seen Through A Telescope (a.k.a The Professor and His Field Glass),0,4344,0000272,1900
Explosion of a Motor Car (a.k.a The Dlights of Automobiling),0,4345,0257654,1900
Hamlet ( Le Duel d&#39;Hamlet),0,4346,0000306,1900
"One-Man Band, The",0,4993,0135453,1900
Grandma Threading Her Needle,0,5069,0377995,1900
"Searching Ruins on Broadway, Galveston, for Dead Bodies",0,5072,0230746,1900
Let Me Dream Again,0,5438,0000313,1900
"Doctor and the Monkey, The",0,5446,0227438,1900
L&#39;homme a la tete en caoutchouc,0,4995,0000359,1901
Reve et realite,0,5437,0258104,1901
Bluebeard,0,5500,0131934,1901
Le voyage dans la lune,0,1252,0000417,1902
Gulliver&#39;s Travels,0,5431,0229024,1902
"Twentieth Century Tramp; or, Happy Hooligan and His Airship, The",0,5432,0367177,1902
Mephistopheles&#39; School of Magic,0,5443,0000413,1902
"Great Train Robbery, The",0,1319,0000439,1903
"Infernal Boiling Pot, The",0,5002,0135180,1903
"Music Lover, The",0,5063,0000455,1903
"Monster, The",0,5064,0223755,1903
"Enchanted Well, The",0,5683,0189498,1903
"Cook in Trouble, The",0,5224,0215664,1904
"Living Playing Cards, The",0,5404,0135179,1904
"Untamable Whiskers, The",0,5601,0135631,1904
Le voyage a travers l&#39;impossible,0,6135,0000499,1904
"Scheming Gambler&#39;s Paradise, The",0,5003,0135690,1905
"Black Imp, The",0,5602,0215575,1905
"Story of the Kelly Gang, The",1,1349,0000574,1906
"Mysterious Retort, The",0,5024,0216016,1906
Humorous Phases of Funny Faces,0,5435,0000554,1906
"Hilarious Posters, The",0,5603,0135122,1906
"400 Tricks of the Devil, The",0,5684,0000567,1906
A Funny Shave,0,6206,0449172,1906
"Consequence of Feminism, The",0,7215,1260944,1906
"Eclipse: Courtship of the Sun and Moon, The",0,5223,0215737,1907
Good Glue Sticks,0,5615,0215817,1907
Unusual Cooking,0,6231,1802750,1908
"Princess Nicotine; or, The Smoke Fairy",2,4409,0001009,1909
"Devilish Tenant, The",0,5635,0127948,1909
Le barometre de la fidelite,1,6211,0277596,1909
Tilly the Tomboy Visits the Poor,3,1464,0232821,1910
Mobilier fidele,0,4983,0486978,1910
A Trip to Mars,0,5685,1515725,1910
Cleopatra,2,2003,0002101,1912
"Invaders, The",0,2005,0002281,1912
Max and the Donkey,0,5357,0277865,1912
"Voyage of the Bourrichon Family, The",0,5364,0003512,1913
Suspense,0,5915,0003424,1913
A Florida Enchantment,2,4457,0003973,1914
"Birth of a Nation, The",2,1258,0004972,1915
Hypocrites,0,11370,0004134,1915
Gretchen the Greenhorn,3,2008,0006745,1916
Lady Windermere&#39;s Fan,3,2014,0279914,1916
"Vagabond, The",0,5368,0007507,1916
Intolerance: Love&#39;s Struggle Throughout the Ages,0,5944,0006864,1916
Snow White,3,7004,0007361,1916
A Tale of Two Cities,3,1981,0008652,1917
Rebecca of Sunnybrook Farm,3,1993,0008499,1917
"Poor Little Rich Girl, The",3,1994,0008443,1917
A Romance of the Redwoods,0,2015,0008519,1917
"Raffles, the Amateur Cracksman",2,2019,0008489,1917
Tarzan of the Apes,3,1996,0009682,1918
Stella Maris,3,2007,0009652,1918
Are Crooks Dishonest?,0,5441,0008844,1918
Ich mochte kein Mann sein,3,7108,0010281,1918
When the Clouds Roll by,3,2018,0010879,1919
Broken Blossoms or The Yellow Man and the Girl,0,2588,0009968,1919
"Cabinet of Dr. Caligari, The",0,1306,0010323,1920
Pollyanna,3,1991,0011588,1920
Within Our Gates,3,5948,0011870,1920
Orphans of the Storm,3,1263,0012532,1921
"Kid, The",0,3945,0012349,1921
"Blot, The",3,4204,0011979,1921
K&ouml;rkarlen (The Phantom Carriage),2,5898,0012364,1921
"Nosferatu, eine Symphonie des Grauens",2,1307,0013442,1922
"Phantom, The",2,1631,0013496,1922
Nathan der Weise,2,1778,0013428,1922
"Man from Beyond, The",1,2001,0013367,1922
H&auml;xan: Witchcraft Through the Ages,3,3800,0013257,1922
"Paleface, The",0,5361,0012543,1922
Nanook of the North,1,5901,0013427,1922
Foolish Wives,3,5958,0013140,1922
"Dr. Mabuse, der Spieler - Ein Bild der Zeit",3,5967,0013086,1922
Safety Last!,0,1961,0014429,1923
Why Worry?,0,1967,0014611,1923
"Silent Command, The",2,1998,0014469,1923
La souriante Madame Beudet,3,5888,0013626,1923
Our Hospitality,0,5949,0014341,1923
A Woman of Paris,2,8947,0014624,1923
Die Nibelungen,2,1337,0015175,1924
Kriemhild&#39;s Revenge,2,1338,0015174,1924
"Thief of Bagdad, The",0,1264,0015400,1924
Wild Oranges,0,1960,0015498,1924
"Navigator, The",0,2009,0015163,1924
Sherlock Jr.,0,2011,0015324,1924
Girl Shy,0,2016,0014945,1924
Manhandled,3,2020,0015116,1924
"Great White Silence, The",0,2413,1764657,1924
Help!,0,6209,0013845,1924
Greed,3,8458,0015881,1924
"Phantom of the Opera, The",2,1305,0016220,1925
Battleship Potemkin,0,1308,0015648,1925
"Gold Rush, The",0,1309,0015864,1925
Go West,0,1978,0015863,1925
"Freshman, The",0,2012,0015841,1925
Seven Chances,0,3077,0016332,1925
"Lost World, The",2,5514,0016039,1925
"Big Parade, The",2,5962,0015624,1925
Stachka,0,5991,0015361,1925
"Temptress, The",1,1334,0017449,1926
Flesh and the Devil,1,1260,0016884,1926
"General, The",0,1310,0017925,1926
For Heaven&#39;s Sake,0,1966,0016895,1926
So&#39;s Your Old Man,3,3217,0017410,1926
Die Abenteuer des Prinzen Achmed,1,5974,0015532,1926
It,3,1227,0018033,1927
Metropolis,1,1267,0017136,1927
Abel Gance&#39;s Napoleon,2,1312,0018192,1927
"Unknown, The",0,1311,0018528,1927
Sunrise: A Song of Two Humans,2,1632,0018455,1927
"Kid Brother, The",0,1964,0018051,1927
Nevada,0,1982,0018199,1927
My Best Girl,3,2010,0018183,1927
Wings,1,3118,0018578,1927
"Jazz Singer, The",1,5975,0018037,1927
Downhill [When Boys Leave Home],1,7324,0017825,1927
"Cat and the Canary, The",3,11142,0017739,1927
"Passion of Joan of Arc, The",0,1314,0019254,1928
Speedy,0,1963,0019412,1928
"Circus, The",0,1968,0018773,1928
"Cameraman, The",0,1970,0018742,1928
"Steamboat Bill, Jr.",0,1971,0019421,1928
"Racket, The",0,1972,0019304,1928
Beggars of Life,0,1977,0018684,1928
"Power of the Press, The",1,1979,0019290,1928
A Girl in Every Port,0,1980,0018937,1928
"Patsy, The",3,2013,0019258,1928
While the City Sleeps,2,2017,0019571,1928
"Man Who Laughs, The",2,2021,0019130,1928
"Crowd, The",1,5912,0018806,1928
"Docks of New York, The",2,5984,0018839,1928
Our Dancing Daughters,2,9314,0019237,1928
Un chien andalou,0,1313,0020530,1929
"Cocoanuts, The",2,1953,0019777,1929
Welcome Danger,0,1962,0020572,1929
Pandora&#39;s Box (Die B&uuml;chse der Pandora),3,2324,0018737,1929
Man with a Movie Camera,0,3897,0019760,1929
Blackmail,2,5979,0019702,1929
Throw of the Dice,0,6046,0020286,1929
Juno and the Paycock [The Shame of Mary Boyle],3,7287,0021015,1929
Broadway Melody,3,8464,0019729,1929
"Blue Angel, The",1,1315,0020697,1930
All Quiet on the Western Front,0,1316,0020629,1930
Anna Christie,3,1326,0020641,1930
Ladies of Leisure,3,3713,0021040,1930
L&#39;Age d&#39;Or,0,3871,0021577,1930
Morocco,1,3865,0021156,1930
Min and Bill,3,3927,0021148,1930
Be Yourself,2,4253,0020670,1930
"Bat Whispers, The",3,6782,0020668,1930
Murder!,3,7291,0021165,1930
Animal Crackers,3,8463,0020640,1930
M,3,610,0022100,1931
M&auml;dchen in Uniform,3,628,0022183,1931
Night Nurse,3,636,0022208,1931
Frankenstein,1,1317,0021884,1931
Anna Christie,3,1327,0020642,1931
Mata Hari,3,1333,0023196,1931
Tabu: A Story of the South Seas,0,1633,0022458,1931
Indiscreet,3,1828,0022000,1931
"Last Flight, The",0,1956,0022054,1931
Pardon Us,0,1974,0022251,1931
Dracula,2,1985,0021814,1931
Monkey Business,1,2384,0022158,1931
City Lights,3,2705,0021749,1931
"Smiling Lieutenant, The",2,4243,0022074,1931
"Cheat, The",3,5741,0021735,1931
"Public Enemy, The",3,5934,0022286,1931
La Chienne,3,6030,0021739,1931
A Nous la Liberte,1,6031,0022599,1931
Little Caesar,1,6043,0021079,1931
"Skin Game, The",3,7294,0022395,1931
Rich and Strange [East of Shanghai],2,7296,0023395,1931
Dracula,3,8213,0021815,1931
Cimarron,3,8467,0021746,1931
Hyppolit a lakaj,1,8557,0021985,1931
Skippy,3,9095,0022397,1931
"Champ, The",1,9110,0021730,1931
I Am a Fugitive from a Chain Gang,1,1318,0023042,1932
Grand Hotel,3,1328,0022958,1932
"Age of Consent, The",2,1983,0022614,1932
Horse Feathers,1,2383,0023027,1932
White Zombie,0,2550,0023694,1932
Boudu Saved from Drowning,1,2767,0022718,1932
"I Was Born, But...",1,3530,0023634,1932
"Most Dangerous Game, The",0,3658,0023238,1932
Freaks,2,3659,0022913,1932
Island of Lost Souls,1,3844,0024188,1932
"Old Dark House, The",3,4775,0023293,1932
Merrily We Go to Hell,3,5742,0023213,1932
"Girl from Calgary, The",2,5783,0022940,1932
Vampyr,3,5910,0023649,1932
Shanghai Express,3,5929,0023458,1932
Three on a Match,3,6051,0023590,1932
Love Me Tonight,2,6052,0023158,1932
Scarface,1,6063,0023427,1932
Red-Headed Woman,3,6092,0023385,1932
"Death Kiss, The",1,6176,0023935,1932
Thirteen Women,3,6852,0023582,1932
"Blue Light (Das Blaue Licht), The",1,6990,0022694,1932
Number 17,0,7301,0023285,1932
"Bitter Tea of General Yen, The",3,10705,0023814,1932
Footlight Parade,3,802,0024028,1933
Queen Christina,3,1330,0024481,1933
"Private Life of Henry VIII., The",1,1248,0024473,1933
King Kong,0,2229,0024216,1933
Little Women,3,2231,0024264,1933
Alice in Wonderland,3,3188,0023753,1933
"Vampire Bat, The",3,3210,0024727,1933
42nd Street,3,4335,0024034,1933
Day of Reckoning,3,5029,0023932,1933
Duck Soup,1,5185,0023969,1933
Tomorrow at Seven,3,5752,0024679,1933
Gold Diggers of 1933,3,5916,0024069,1933
Female,3,6056,0024008,1933
A Study in Scarlet,3,6193,0024625,1933
"Peanut Vendor, The",0,6205,0024432,1933
"Invisible Man, The",1,7450,0024184,1933
Baby Face,3,7528,0023775,1933
Design for Living,1,8346,0023940,1933
Cavalcade,3,8477,0023876,1933
"Kennel Murder Case, The",1,10492,0024210,1933
She Done Him Wrong,2,10702,0024548,1933
Sons of the Desert,3,10714,0024601,1933
It Happened One Night,3,621,0025316,1934
"Cat&#39;s-Paw, The",1,1324,0024961,1934
"Scarlet Empress, The",3,1325,0025746,1934
"Painted Veil, The",1,1329,0025617,1934
"Count of Monte Cristo, The",1,1246,0025004,1934
Cleopatra,1,1270,0024991,1934
Of Human Bondage,1,1379,0025586,1934
L&#39;atalante,0,1795,0024844,1934
"Lost Patrol, The",0,1969,0025423,1934
Spitfire,3,4443,0025822,1934
Maniac,3,4702,0025465,1934
Anne of Green Gables,3,5319,0024831,1934
Lost in the Stratosphere,2,5523,0025424,1934
Search for Beauty,3,5821,0025755,1934
Evelyn Prentice,3,6772,0025091,1934
"Man Who Knew Too Much, The",3,7304,0025452,1934
Imitation of Life,3,7999,0025301,1934
Mystery Liner,0,8653,0025543,1934
It&#39;s a Gift,3,10824,0025318,1934
Top Hat,2,595,0027125,1935
"39 Steps, The",3,1242,0026029,1935
Anna Karenina,2,1261,0026071,1935
Mutiny on the Bounty,1,1361,0026752,1935
Naughty Marietta,3,1685,0026768,1935
Roberta,3,2362,0026942,1935
Magnificent Obsession,3,2756,0026667,1935
A Night At The Opera,1,3881,0026778,1935
"Bride of Frankenstein, The",3,3891,0026138,1935
"Lady in Scarlet, The",2,5750,0026599,1935
"Riverside Murder, The",2,5913,0026939,1935
Mad Love,2,7998,0026663,1935
Swing Time,1,596,0028333,1936
Modern Times,0,1323,0027977,1936
"Charge of the Light Brigade, The",1,1237,0027438,1936
San Francisco,1,1359,0028216,1936
Wife vs. Secretary,2,1360,0028505,1936
"Petrified Forest, The",3,1369,0028096,1936
Mr. Deeds Goes to Town,3,1992,0027996,1936
Born to Dance,3,2363,0027387,1936
Revolt of the Zombies,0,2554,0028174,1936
Earthworm Tractors,1,2699,0027562,1936
Osaka Elegy,3,2853,0028021,1936
Theodora Goes Wild,3,3280,0028355,1936
"Great Ziegfeld, The",3,3401,0027698,1936
"Mandarin Mystery, The",3,3548,0029207,1936
"Only Son, The",3,3560,0027752,1936
Camille,3,3598,0028683,1936
Pennies from Heaven,3,4010,0028092,1936
Romeo and Juliet,3,4069,0028203,1936
Bullets or Ballots,3,4143,0027407,1936
My Man Godfrey,2,5852,0028010,1936
Sabotage,3,5926,0028212,1936
Fury,2,6096,0027652,1936
Murder at Glen Athol,3,6174,0028000,1936
Il caso Valdemar,0,6210,3427056,1936
These Three,2,7227,0028356,1936
Secret Agent,3,7308,0028231,1936
Dracula&#39;s Daughter,3,7992,0027545,1936
Shall We Dance,1,597,0029546,1937
Stage Door,3,631,0029604,1937
Stella Dallas,3,795,0029608,1937
Conquest,2,1332,0028739,1937
Topper,2,1335,0029682,1937
Lost Horizon,2,1336,0029162,1937
"Prisoner of Zenda, The",1,1240,0029442,1937
Knight Without Armor,2,1244,0029087,1937
Parnell,2,1358,0029377,1937
Snow White and the Seven Dwarfs,3,1976,0029583,1937
A Day at the Races,2,2382,0028772,1937
Nothing Sacred,0,3968,0029322,1937
Make Way for Tomorrow,3,4255,0029192,1937
Murder at the Baskervilles (Silver Blaze),1,5617,0029565,1937
Pepe le Moko,2,5740,0029453,1937
"Awful Truth, The",3,6554,0028597,1937
"Girl Was Young, The",3,7317,0029811,1937
Marked Woman,3,7877,0029217,1937
"Bizarre, Bizarre",3,8473,0027552,1937
"Life of Emile Zola, The",1,8478,0029146,1937
Wee Willie Winkie,3,10352,0029751,1937
Captains Courageous,0,10838,0028691,1937
Carefree,2,594,0029971,1938
"Lady Vanishes, The",3,620,0030341,1938
Holiday,3,994,0030241,1938
"Dawn Patrol, The",0,1238,0030044,1938
Jezebel,2,1367,0030287,1938
"Sisters, The",2,1378,0030755,1938
Boys Town,0,2467,0029942,1938
"Mr. Wong, Detective",1,2590,0030473,1938
"Adventures of Robin Hood, The",2,3103,0029843,1938
Bluebeard&#39;s Eighth Wife,2,3283,0029929,1938
Bringing Up Baby,3,3400,0029947,1938
Four Daughters,3,3951,0030149,1938
"Mad Miss Manton, The",3,4495,0030396,1938
"Baker&#39;s Wife, The",1,6042,0030127,1938
Angels with Dirty Faces,1,7290,0029870,1938
"Wizard of Oz, The",3,174,0032138,1939
Gone with the Wind,3,291,0031381,1939
Dodge City,2,383,0031235,1939
"Women, The",3,588,0032143,1939
Stagecoach,3,593,0031971,1939
Wuthering Heights,2,1239,0032145,1939
"Goodbye, Mr. Chips",2,1245,0031385,1939
Ninotchka,3,1259,0031725,1939
Juarez,2,1368,0031516,1939
Dark Victory,3,1370,0031210,1939
Essex and Elizabeth,2,1371,0031826,1939
Young Mr. Lincoln,2,1382,0032155,1939
Jesse James,2,1383,0031507,1939
Drums Along the Mohawk,2,1384,0031252,1939
"Story of Alexander Graham Bell, The",2,1385,0031981,1939
"Flying Deuces, The",0,1973,0031322,1939
"Hunchback of Notre Dame, The",0,2086,0031455,1939
At the Circus,2,2372,0031060,1939
"Gorilla, The",3,2555,0031387,1939
Mr. Wong in Chinatown,1,2622,0031680,1939
Of Mice and Men,1,2851,0031742,1939
"Rules of the Game, The",3,3089,0031885,1939
Babes in Arms,3,3723,0031066,1939
Destry Rides Again,3,5634,0031225,1939
Nancy Drew... Reporter,3,5763,0031709,1939
"Adventures of Sherlock Holmes, The",3,5863,0031022,1939
Mr. Smith Goes to Washington,2,5946,0031679,1939
Jamaica Inn,3,7322,0031505,1939
Le jour se l&egrave;ve,2,8098,0031514,1939
Gulliver&#39;s Travels,0,8511,0031397,1939
Love Affair,3,9038,0031593,1939
Gunga Din,0,10848,0031398,1939
Only Angels Have Wings,2,10880,0031762,1939
Pinocchio,1,478,0032910,1940
Rebecca,3,618,0032976,1940
"Thief of Bagdad, The",0,1265,0033152,1940
"Mortal Storm, The",3,1501,0032811,1940
Comrade X,2,1355,0032349,1940
Boom Town,1,1356,0032273,1940
Strange Cargo,0,1357,0033105,1940
"Return of Frank James, The",0,1366,0032983,1940
"All This, and Heaven Too",2,1373,0032194,1940
"Letter, The",2,1380,0032701,1940
"Grapes of Wrath, The",3,1387,0032551,1940
A Chump at Oxford,0,1975,0032339,1940
"Ape, The",3,2556,0032215,1940
Santa Fe Trail,1,2678,0033021,1940
His Girl Friday,3,3033,0032599,1940
"Sea Hawk, The",3,3050,0033028,1940
"Great Dictator, The",3,3470,0032553,1940
Pride and Prejudice,3,4257,0032943,1940
Primrose Path,3,4354,0032946,1940
Chamber of Horrors / Door with the Seven Locks,2,4363,0032406,1940
"Dance, Girl, Dance",3,4415,0032376,1940
"Philadelphia Story, The",3,4943,0032904,1940
Fantasia,0,5039,0032455,1940
Anne Of Windy Poplars,3,5320,0032211,1940
Gaslight,3,5773,0031359,1940
"Last Alarm, The",3,5802,0032690,1940
Foreign Correspondent,1,7311,0032484,1940
"Shop Around the Corner, The",3,7861,0033045,1940
Knute Rockne All American,1,8480,0032676,1940
Two-Faced Woman,2,1331,0034328,1941
"Shanghai Gesture, The",3,1512,0034175,1941
"Maltese Falcon, The",1,1230,0033870,1941
Citizen Kane,1,1266,0033467,1941
Dumbo,2,1117,0033563,1941
"Little Foxes, The",2,1372,0033836,1941
"Lady Eve, The",2,1386,0033804,1941
"Devil and Miss Jones, The",3,1682,0033533,1941
Mr. Bug Goes to Town,1,1941,0033727,1941
High Sierra,1,2410,0033717,1941
"Wolf Man, The",2,2436,0034398,1941
Cheers for Miss Bishop,3,2446,0033459,1941
Men of Boys Town,1,2468,0033902,1941
49th Parallel,0,2867,0033627,1941
Buck Privates,3,2906,0033436,1941
Hold That Ghost,3,2910,0033723,1941
Meet John Doe,3,3717,0033891,1941
Sullivan&#39;s Travels,3,4359,0034240,1941
Murder by Invitation,3,6171,0033928,1941
Ladies In Retirement,1,6318,0033802,1941
Suspicion,3,7329,0034248,1941
Sun valley serenade,0,8625,0034241,1941
How Green Was My Valley,3,8983,0033729,1941
"Reluctant Dragon, The",3,9025,0034091,1941
King of the Zombies,3,9192,0033787,1941
Ball of Fire,2,10347,0033373,1941
"Major and the Minor, The",3,681,0035019,1942
"Now, Voyager",3,689,0035140,1942
Casablanca,1,1076,0034583,1942
"Magnificent Ambersons, The",2,1289,0035015,1942
Bambi,1,1116,0034492,1942
Son of Fury: The Story of Benjamin Blake,1,1388,0035360,1942
For Me and My Gal,3,1675,0034746,1942
I Married an Angel,3,1686,0034882,1942
Cat People,3,2708,0034587,1942
Black Dragons,0,3518,0034521,1942
There Was a Father,0,3789,0034591,1942
Tales of Manhattan,2,3875,0035415,1942
"Man Who Came to Dinner, The",3,4475,0033874,1942
Woman of the Year,3,4870,0035567,1942
To Be or Not to Be,0,5303,0035446,1942
Sherlock Holmes and the Secret Weapon,1,5859,0035317,1942
Saboteur,1,5938,0035279,1942
Saboteur,1,5939,0035279,1942
Mrs. Miniver,3,6384,0035093,1942
Saludos Amigos,0,7696,0036326,1942
"Corpse Vanishes, The",1,7697,0034613,1942
"Gay Sisters, The",3,10343,0034770,1942
Old Acquaintance,3,1374,0036230,1943
Watch on the Rhine,3,1375,0036515,1943
Girl Crazy,1,1691,0035942,1943
I Walked with a Zombie,3,1955,0036027,1943
"Sky&#39;s the Limit, The",1,1959,0036363,1943
Sahara,0,1987,0036323,1943
Guadalcanal Diary,0,1988,0035957,1943
Tender Comrade,3,2407,0036418,1943
Day of Wrath,3,3753,0036506,1943
"Life and Death of Colonel Blimp, The",2,3839,0036112,1943
Le Corbeau: The Raven,3,3890,0035753,1943
Shadow of a Doubt,3,4617,0036342,1943
Judo Saga (Sanshiro Sugata),0,4699,0036400,1943
Cry &#39;Havoc&#39;,3,5209,0035770,1943
Fires Were Started,0,5554,0035881,1943
"Ox-Bow Incident, The",1,6310,0036244,1943
So Proudly We Hail!,3,6315,0036367,1943
Jane Eyre,3,6781,0036969,1943
"More the Merrier, The",1,7410,0036172,1943
La main du diable,1,7475,0035017,1943
Angels of Sin,3,7834,0035636,1943
"Seventh Victim, The",3,8090,0036341,1943
China,3,8501,0035735,1943
Ossessione,1,8801,0035160,1943
Millions Like Us,3,10283,0036160,1943
Heaven Can Wait,3,10778,0035979,1943
Arsenic and Old Lace,3,201,0036613,1944
Double Indemnity,3,1416,0036775,1944
Mr. Skeffington,2,1376,0037094,1944
Meet Me in St. Louis,3,1676,0037059,1944
Hail the Conquering Hero,2,1683,0036891,1944
Torment,0,2045,0036914,1944
Window in the Window,1,2181,0037469,1944
Laura,3,2715,0037008,1944
Cover Girl,3,3134,0036723,1944
Since You Went Away,3,3154,0037280,1944
To Have and Have Not,3,3245,0037382,1944
I&#39;ll Be Seeing You,3,3279,0036940,1944
National Velvet,3,4222,0037120,1944
"Most Beautiful (Ichiban utsukushiku), The",3,4698,0036947,1944
Lifeboat,3,5983,0037017,1944
"Three Caballeros, The",0,6319,0038166,1944
Minstrel Man,1,6420,0037076,1944
A Canterbury Tale,3,6515,0036695,1944
"Uninvited, The",3,9270,0037415,1944
Die Feuerzangenbowle,1,9718,0036818,1944
Mildred Pierce,3,794,0037913,1945
I Know Where I&#39;m Going,3,1213,0037800,1945
"Seventh Veil, The",3,1280,0038924,1945
Brief Encounter,3,1544,0037558,1945
Along Came Jones,0,1639,0037508,1945
Isle of the Dead,3,2004,0037820,1945
"Enchanted Cottage, The",3,2434,0037671,1945
"Objective, Burma!",0,3271,0037954,1945
"Lost Weekend, The",2,3583,0037884,1945
Detour,1,3999,0037638,1945
Spellbound,3,4252,0038109,1945
"Rome, Open City",3,4428,0038890,1945
Scarlet Street,3,5081,0038057,1945
Children of Paradise,2,5129,0037674,1945
Keep Your Powder Dry,3,5677,0037843,1945
"Woman in Green, The",3,5856,0038259,1945
Anchors Aweigh,0,6017,0037514,1945
Thin Man Goes Home,2,6848,0037365,1945
"Red Dragon, The",1,6945,0038017,1945
Dead of Night,3,7185,0037635,1945
Les dames du Bois de Boulogne,3,7835,0037630,1945
"Wicked Lady, The",3,9005,0038250,1945
Leave Her to Heaven,3,10235,0037865,1945
"Corn Is Green, The",3,10345,0037614,1945
"Bells of St Mary&#39;s, The",3,10666,0037536,1945
Notorious,2,622,0038787,1946
"Harvey Girls, The",3,786,0038589,1946
"Big Sleep, The",1,971,0038355,1946
"Postman Always Rings Twice, The",1,1424,0038854,1946
Stairway to Heaven,0,1231,0038733,1946
Beauty and the Beast,3,1268,0038348,1946
Deception,0,1377,0038461,1946
Devotion,3,1381,0038474,1946
Two Sisters from Boston,3,1680,0039054,1946
It&#39;s a Wonderful Life,3,2235,0038650,1946
"Jolson Story, The",1,2654,0038661,1946
Gilda,0,2809,0038559,1946
"Strange Woman, The",3,3145,0038990,1946
My Darling Clementine,1,3783,0038762,1946
"Best Years of Our Lives, The",2,3982,0036868,1946
Dressed to Kill,3,4002,0038494,1946
Duel in the sun,2,4900,0038499,1946
"Chase, The",1,5497,0038409,1946
Song of the South,2,5646,0038969,1946
Terror by Night,1,5872,0039017,1946
"Dark Corner, The",1,5961,0038453,1946
"Stranger, The",3,7671,0038991,1946
Make Mine Music,1,8052,0038718,1946
